case_id,conversation_id,customer_problem,conversation,amazon_responses,resolution,intent,resolution_quality,turn_count
C056339,2944315,"@AmazonHelp Muchas gracias, pero no me queda claro, en un sitio pone que sí y en otro que no: compré 2 productos que se enviaron en un sólo envío y quiero devolver uno para comprar otro. Me podrías ayudar para ver como proceder? Gracias!
[USER_ID] Hola. Una duda: en caso de realizar un cambio en Amazon de unas sartenes (vendidas por vosotros) por otras, el cliente tiene que pagar los gastos de envío del cambio? Gracias.","AmazonHelp: [USER_ID] Carlos, el cálculo de los gastos de envío de devolución pueden variar, dependiendo de varios factores, en este enlace encuentras más información: [URL]. También puedes verificar las opciones disponibles en el Centro de Devoluciones. ^DA
Customer: @AmazonHelp Muchas gracias, pero no me queda claro, en un sitio pone que sí y en otro que no: compré 2 productos que se enviaron en un sólo envío y quiero devolver uno para comprar otro. Me podrías ayudar para ver como proceder? Gracias!
AmazonHelp: [USER_ID] Hola Carlos, ¿ya has verificado esta información:[URL] ? . ^MB
Customer: [USER_ID] Hola. Una duda: en caso de realizar un cambio en Amazon de unas sartenes (vendidas por vosotros) por otras, el cliente tiene que pagar los gastos de envío del cambio? Gracias.","[USER_ID] Carlos, el cálculo de los gastos de envío de devolución pueden variar, dependiendo de varios factores, en este enlace encuentras más información: [URL]. También puedes verificar las opciones disponibles en el Centro de Devoluciones. ^DA
[USER_ID] Hola Carlos, ¿ya has verificado esta información:[URL] ? . ^MB",Provided support link.,general_inquiry,medium,4
C063984,440112,"Dafür habe ich mich extra angemeldet? Ist doch scheiße. Ebenso die Werbung von [USER_ID] zwischen den Folgen meiner Serie. [URL]
Wenn du probeweise 30 Tage #amazonprime buchst, weil du EINMAL ganz dringend etwas brauchst – und es dann nicht pünktlich ankommt. Schade, bin wieder weg. #Fail","AmazonHelp: [USER_ID] 2/2 Werbung kannst du überspringen - ich gebe dein Feedback aber natürlich trotzdem gerne weiter. Liebe Grüße ^MF
Customer: Dafür habe ich mich extra angemeldet? Ist doch scheiße. Ebenso die Werbung von [USER_ID] zwischen den Folgen meiner Serie. [URL]
Customer: Wenn du probeweise 30 Tage #amazonprime buchst, weil du EINMAL ganz dringend etwas brauchst – und es dann nicht pünktlich ankommt. Schade, bin wieder weg. #Fail
AmazonHelp: [USER_ID] 1/2 Tut mir leid zu sehen, dass ich deine Sendung verzögert :( Melde das doch bitte gleich hier: [URL]","[USER_ID] 2/2 Werbung kannst du überspringen - ich gebe dein Feedback aber natürlich trotzdem gerne weiter. Liebe Grüße ^MF
[USER_ID] 1/2 Tut mir leid zu sehen, dass ich deine Sendung verzögert :( Melde das doch bitte gleich hier: [URL]",Provided support guidance. Provided support link.,general_inquiry,medium,4
C052786,2862108,Legit [USER_ID] is getting lazy as hell with orders. Not even putting stuff in boxes anymore,"AmazonHelp: [USER_ID] I'm sorry for the inconvenience! You can provide packaging feedback here: [URL] ^LJ
Customer: Legit [USER_ID] is getting lazy as hell with orders. Not even putting stuff in boxes anymore",[USER_ID] I'm sorry for the inconvenience! You can provide packaging feedback here: [URL] ^LJ,Acknowledged the issue and apologized.,general_inquiry,weak,2
C006399,1221890,"@AmazonHelp It says on the webpage it's fulfilled by Amazon :)
@AmazonHelp hey Amazon! My housemate bought a product from you guys and it's faulty! What does she need to do to get it replaced??","AmazonHelp: [USER_ID] I'm sorry to hear this! Could your housemate confirm if this was shipped by Amazon or a third-party seller? ^BN
Customer: @AmazonHelp It says on the webpage it's fulfilled by Amazon :)
AmazonHelp: [USER_ID] Your friend can check return options here: [URL] Make sure he's signed in to his a/c. ^PK
Customer: @AmazonHelp hey Amazon! My housemate bought a product from you guys and it's faulty! What does she need to do to get it replaced??","[USER_ID] I'm sorry to hear this! Could your housemate confirm if this was shipped by Amazon or a third-party seller? ^BN
[USER_ID] Your friend can check return options here: [URL] Make sure he's signed in to his a/c. ^PK",Acknowledged the issue and apologized. Provided support link.,general_inquiry,strong,4
C046055,2679513,"@AmazonHelp Exactly the same message on every device :( video works fine, just music!
@AmazonHelp Immediately! It asked me to sign in again &amp; then brings up session expired every time ;/
@AmazonHelp everytime I try going into Prime Music, it says session expired! Is there anything I can do from my amazon account to fix this?","AmazonHelp: [USER_ID] I'm sorry for the trouble with Prime Music! Have you tried multiple devices and browsers to see if it produces a similar error each time? Please let us know! ^TG
Customer: @AmazonHelp Exactly the same message on every device :( video works fine, just music!
AmazonHelp: [USER_ID] To clarify, does this message come up immediately after opening the Prime Music application? Are you able to navigate in the Music app or does it force close? ^SJ
Customer: @AmazonHelp Immediately! It asked me to sign in again &amp; then brings up session expired every time ;/
AmazonHelp: [USER_ID] We'd like to take a closer look into this with you. When you have a moment, please call or chat with us here: [URL] ^MB
Customer: @AmazonHelp everytime I try going into Prime Music, it says session expired! Is there anything I can do from my amazon account to fix this?","[USER_ID] I'm sorry for the trouble with Prime Music! Have you tried multiple devices and browsers to see if it produces a similar error each time? Please let us know! ^TG
[USER_ID] To clarify, does this message come up immediately after opening the Prime Music application? Are you able to navigate in the Music app or does it force close? ^SJ
[USER_ID] We'd like to take a closer look into this with you. When you have a moment, please call or chat with us here: [URL] ^MB",Acknowledged the issue and apologized. Provided support guidance. Directed customer to contact support.,account_issue,strong,6
C051497,2829446,"@AmazonHelp On the way, but it may be late, We're sorry it wasn't delivered by our 2:15 PM estimate                                     
Amazon Shipping at Sunday, 26 November. Delay in delivery due to external factors
@AmazonHelp Hi, it says dispatched but no further scans or anything after it was out for delivery yesterday.
@AmazonHelp Hi, i had a delivery out for delivery yesterday but it never arrived, now ive no idea when to expect it. Can you assist?","AmazonHelp: [USER_ID] Thank you for the information, Gaz! We would like to look into this in real time. Please reach out to us here: [URL]. ^AL
Customer: @AmazonHelp On the way, but it may be late, We're sorry it wasn't delivered by our 2:15 PM estimate                                     
Amazon Shipping at Sunday, 26 November. Delay in delivery due to external factors
Customer: @AmazonHelp Hi, it says dispatched but no further scans or anything after it was out for delivery yesterday.
AmazonHelp: [USER_ID] Hey, did you get any emails about it? What is the current status of your order: [URL]?^MA
Customer: @AmazonHelp Hi, i had a delivery out for delivery yesterday but it never arrived, now ive no idea when to expect it. Can you assist?","[USER_ID] Thank you for the information, Gaz! We would like to look into this in real time. Please reach out to us here: [URL]. ^AL
[USER_ID] Hey, did you get any emails about it? What is the current status of your order: [URL]?^MA",Provided support link.,late_delivery,strong,5
C045554,2667913,"Since [USER_ID] f*cked up my last order, I do think that I will ever use them again. On top of that the customer service that I received about the order was subpar. Never again. Nope. Uh-uh.","AmazonHelp: [USER_ID] Hello, I am sorry to hear this. Without discussing personal account details can you share with us what has occurred. We would like to help if possible ^CR
Customer: Since [USER_ID] f*cked up my last order, I do think that I will ever use them again. On top of that the customer service that I received about the order was subpar. Never again. Nope. Uh-uh.","[USER_ID] Hello, I am sorry to hear this. Without discussing personal account details can you share with us what has occurred. We would like to help if possible ^CR",Acknowledged the issue and apologized.,general_inquiry,weak,2
C033817,2301082,"@AmazonHelp Ahh thanks! We'd got accounts in a muddle, seems to be sorted now
@AmazonHelp hiya, my mum's only  used £30 off her £50 gift card but now it's saying that it's empty? I'm really confused, could you advise what we can do? Thankyou!","AmazonHelp: [USER_ID] Hi! Just to verify, when you check here:  [URL] in her account does the balance currently say £0?  ^CH
Customer: @AmazonHelp Ahh thanks! We'd got accounts in a muddle, seems to be sorted now
AmazonHelp: [USER_ID] I'm glad to hear you were able to get it sorted. Reach back out if you ever need us. We're here for you! ^AN
Customer: @AmazonHelp hiya, my mum's only  used £30 off her £50 gift card but now it's saying that it's empty? I'm really confused, could you advise what we can do? Thankyou!","[USER_ID] Hi! Just to verify, when you check here:  [URL] in her account does the balance currently say £0?  ^CH
[USER_ID] I'm glad to hear you were able to get it sorted. Reach back out if you ever need us. We're here for you! ^AN",Provided support link. Provided support guidance.,account_issue,medium,4
C061424,380398,Amazonで購入した後に払えってメールはすぐに来ないものなんですか,"AmazonHelp: [USER_ID] お支払い番号の発行タイミングは、商品の在庫（入荷）状況や発送元などの要因によって異なります。[URL] 出荷準備が開始される段階で発行されます。恐れ入りますが、お知らせまで今しばらくお待ちください。RI
Customer: Amazonで購入した後に払えってメールはすぐに来ないものなんですか",[USER_ID] お支払い番号の発行タイミングは、商品の在庫（入荷）状況や発送元などの要因によって異なります。[URL] 出荷準備が開始される段階で発行されます。恐れ入りますが、お知らせまで今しばらくお待ちください。RI,Provided support link.,general_inquiry,weak,2
C060346,350952,"@AmazonHelp Did not cancel it,  never received it, supposedly delivered 3 weeks ago...
@AmazonHelp 3rd party, tried to contact the seller, no response.
@AmazonHelp Thanks! Will do
[USER_ID] won't let me post a review of the hat I never received..","AmazonHelp: [USER_ID] Did you cancel your order? Or was it lost? ^AS
Customer: @AmazonHelp Did not cancel it,  never received it, supposedly delivered 3 weeks ago...
AmazonHelp: [USER_ID] Sorry to hear that, was the item fulfilled by Amazon or a 3rd Party Seller? Did you contact us in relation to the delivery? ^JJ
Customer: @AmazonHelp 3rd party, tried to contact the seller, no response.
AmazonHelp: [USER_ID] Thanks for clarifying. Check out - [URL] as you may be covered via our A- Z claim. Keep us posted. ^TP
Customer: @AmazonHelp Thanks! Will do
Customer: [USER_ID] won't let me post a review of the hat I never received..","[USER_ID] Did you cancel your order? Or was it lost? ^AS
[USER_ID] Sorry to hear that, was the item fulfilled by Amazon or a 3rd Party Seller? Did you contact us in relation to the delivery? ^JJ
[USER_ID] Thanks for clarifying. Check out - [URL] as you may be covered via our A- Z claim. Keep us posted. ^TP",Assisted with cancellation. Acknowledged the issue and apologized. Provided support link.,missing_package,strong,7
C069412,584543,Hey @AmazonHelp just got a notice a package couldn't be delivered because they couldn't get to my door. Apartment office isn't open yet so they couldn't get into the complex because of the gate. What are my next steps?,"AmazonHelp: [USER_ID] Hi there, please reach out to us here: [URL] for assistance scheduling a redelivery. Thank you ^AP
Customer: Hey @AmazonHelp just got a notice a package couldn't be delivered because they couldn't get to my door. Apartment office isn't open yet so they couldn't get into the complex because of the gate. What are my next steps?","[USER_ID] Hi there, please reach out to us here: [URL] for assistance scheduling a redelivery. Thank you ^AP",Provided support link.,general_inquiry,weak,2
